,Year,Title,Album,Artist,Release_Date,Duration,Popularity,Acousticness,Danceability,Energy,Instrumentalness,Liveness,Loudness,Speechiness,Tempo,Time_Signature
23,2015,Hotline Bling,Hotline Bling,Drake,2015-07-31,267023,0,0.00257,0.896,0.623,0.000258,0.039,-8.008,0.0571,134.962,4
24,2015,Jumpman,What A Time To Be Alive,Drake,2015-09-25,205879,48,0.0529,0.859,0.56,0.0,0.114,-7.249,0.201,142.04,4
25,2015,Scholarships,What A Time To Be Alive,Drake,2015-09-25,209287,25,0.0828,0.556,0.406,4.29e-06,0.1,-9.409,0.381,109.035,4
26,2015,Change Locations,What A Time To Be Alive,Drake,2015-09-25,220862,22,0.0201,0.813,0.328,4.96e-06,0.119,-10.069,0.391,137.999,4
27,2015,Blank Space,Blank Space,I Prevail,2015-03-17,240927,0,0.00302,0.437,0.863,0.0,0.144,-5.28,0.0941,194.073,4
28,2015,My Heart I Surrender,Heart vs. Mind,I Prevail,2015-03-17,207067,0,0.603,0.499,0.516,5.22e-06,0.111,-6.896,0.0275,133.145,4
29,2015,Crossroads,Heart vs. Mind,I Prevail,2015-03-17,209528,0,0.00033,0.476,0.959,3.9e-05,0.316,-4.516,0.0578,158.992,4
30,2015,I Know What You Did Last Summer,Handwritten,Shawn Mendes,2015-04-14,223853,72,0.102,0.687,0.761,0.0,0.147,-4.582,0.0876,113.939,4
31,2015,Stitches,Handwritten,Shawn Mendes,2015-04-14,206880,76,0.0151,0.752,0.754,0.0,0.0486,-6.684,0.0615,149.789,4
32,2015,Heart Vs. Mind,Heart Vs. Mind,I Prevail,2014-12-16,236200,48,7.91e-05,0.51,0.951,3.56e-05,0.408,-6.43,0.3,145.841,4
33,2015,I Love It (feat. Charli XCX),THIS IS... ICONA POP,Icona Pop,2013-08-27,157152,69,0.00952,0.711,0.906,1.64e-05,0.153,-2.671,0.0284,125.916,4
34,2015,Lifestyle,Lifestyle,Rich Gang,2014-06-05,269693,66,0.0152,0.546,0.667,0.0,0.0895,-5.236,0.274,87.666,4
35,2015,"Flex (Ooh, Ooh, Ooh)","Flex (Ooh, Ooh, Ooh)",Rich Homie Quan,2015-02-10,176674,0,0.0384,0.676,0.615,0.0,0.341,-7.534,0.0496,163.993,4
36,2015,Walk Thru (feat. Problem),I Promise I Will Never Stop Going In (Deluxe Edition),Rich Homie Quan,2014-03-24,187826,0,0.405,0.691,0.492,0.0,0.0955,-10.815,0.196,92.019,4
37,2015,Type of Way,Still Goin In - Reloaded,Rich Homie Quan,2013-04-30,261320,0,0.146,0.846,0.497,0.0,0.0733,-10.174,0.419,134.875,4
38,2015,Gas Pedal,Remember Me (Deluxe Edition),Sage The Gemini,2014-03-25,208160,0,0.0272,0.846,0.538,0.0,0.123,-8.059,0.0576,97.536,4
39,2015,Red Nose,Remember Me (Deluxe Edition),Sage The Gemini,2014-03-25,193200,0,0.435,0.856,0.469,0.0,0.232,-5.708,0.133,97.549,4
40,2015,Now and Later,Morse Code,Sage The Gemini,2017-07-21,193181,53,0.273,0.781,0.57,0.0,0.196,-5.874,0.188,107.059,4
41,2015,Diamonds Dancing,What A Time To Be Alive,Drake,2015-09-20,314631,61,0.125,0.51,0.358,3.74e-05,0.111,-10.847,0.0467,136.036,4
42,2015,Again,Fetty Wap (Deluxe),Fetty Wap,2015-09-25,312240,67,0.0062,0.748,0.733,0.0,0.329,-4.421,0.072,93.019,4
43,2015,Somebody,Somebody,Natalie La Rose,2014-01-06,189906,67,0.000792,0.83,0.52,1.25e-05,0.0656,-8.714,0.0376,104.99,4
44,2015,All Eyes on You (feat. Chris Brown & Nicki Minaj),Dreams Worth More Than Money,Meek Mill,2015-06-29,223973,69,0.0242,0.589,0.658,0.0,0.118,-5.288,0.203,77.521,4
45,2015,679 (feat. Remy Boyz),679 (feat. Remy Boyz),Fetty Wap,2015-06-29,196184,53,0.00411,0.577,0.833,0.0,0.0709,-2.888,0.343,189.723,4
0,2016,A Head Full of Dreams,A Head Full of Dreams,Coldplay,2015-12-04,223773,68,0.0021,0.449,0.92,0.0167,0.334,-4.982,0.0737,122.984,4
1,2016,Hymn for the Weekend,A Head Full of Dreams,Coldplay,2015-12-04,258266,84,0.211,0.491,0.693,6.92e-06,0.325,-6.487,0.0377,90.027,4
2,2016,Work,ANTI,Rihanna,2016-01-28,219320,0,0.0752,0.725,0.534,0.0,0.0919,-6.238,0.0946,91.974,4
3,2016,Don't Threaten Me with a Good Time,Death of a Bachelor,Panic! At The Disco,2016-01-15,213093,68,0.0154,0.559,0.895,0.0,0.175,-4.476,0.0832,183.825,4
4,2016,My Heart I Surrender,Heart vs. Mind,I Prevail,2014-12-17,207067,0,0.603,0.499,0.516,5.22e-06,0.111,-6.896,0.0275,133.145,4
5,2016,White Iverson,White Iverson,Post Malone,2015-08-14,255173,0,0.236,0.669,0.521,0.0,0.0802,-8.732,0.0366,130.071,4
6,2016,Sex,Sex,Cheat Codes,2016-02-05,228361,0,0.00451,0.51,0.692,0.0,0.138,-5.825,0.171,102.42,4
7,2016,7 Years,7 Years,Lukas Graham,2015-10-22,237300,0,0.287,0.765,0.473,0.0,0.391,-5.829,0.0514,119.992,4
8,2016,Hold Back The River,Chaos And The Calm,James Bay,2014-12-15,238746,64,0.0526,0.715,0.715,0.0,0.0936,-7.364,0.0904,134.923,4
9,2016,Victorious,Death of a Bachelor,Panic! At The Disco,2016-01-15,178600,67,0.00205,0.57,0.865,0.0,0.404,-4.518,0.0472,110.01,4
10,2016,Hallelujah,Death of a Bachelor,Panic! At The Disco,2016-01-15,180626,58,0.011,0.578,0.886,0.0,0.143,-4.348,0.0633,80.008,4
11,2016,Emperor's New Clothes,Death of a Bachelor,Panic! At The Disco,2016-01-15,158666,69,0.00302,0.562,0.904,0.0,0.0433,-4.947,0.0807,94.481,4
12,2016,This Is Gospel,"Too Weird to Live, Too Rare to Die!",Panic! At The Disco,2013-10-04,187186,66,0.00155,0.572,0.912,1.2e-06,0.102,-4.875,0.0707,156.073,4
13,2016,Miss Jackson (feat. LOLO),"Too Weird to Live, Too Rare to Die!",Panic! At The Disco,2013-10-04,192053,64,0.00394,0.642,0.873,0.0,0.175,-5.821,0.0551,82.002,4
14,2016,Ex's & Oh's,Love Stuff,Elle King,2015-02-13,202173,72,0.0183,0.612,0.921,0.0,0.0576,-2.882,0.085,139.988,4
15,2016,All My Love (feat. Ariana Grande & Machel Montano) [Remix],Peace Is The Mission,Major Lazer,2015-06-01,229750,0,0.0399,0.435,0.891,0.0,0.187,-3.907,0.178,115.166,4
16,2016,I Don't Want Her (feat. Problem),I Don't Want Her (feat. Problem) - Single,Eric Bellinger,2013-09-17,194142,45,0.0201,0.646,0.712,0.0,0.117,-4.538,0.0339,93.99,4
17,2016,Stitches,Handwritten,Shawn Mendes,2015-04-14,206880,80,0.0152,0.746,0.754,0.0,0.0486,-6.684,0.0676,149.882,4
18,2016,I Know What You Did Last Summer,I Know What You Did Last Summer,Shawn Mendes,2015-11-18,223853,0,0.119,0.686,0.754,0.0,0.138,-4.537,0.103,114.037,4
19,2016,Hide Away,Daya,Daya,2015-09-04,192381,19,0.222,0.884,0.826,2.29e-06,0.0719,-3.672,0.0853,94.997,4
20,2016,Roses,Roses,The Chainsmokers,2015-06-16,226738,73,0.0435,0.713,0.802,0.00377,0.309,-7.055,0.0561,100.001,4
21,2016,Marvin Gaye (feat. Meghan Trainor),Nine Track Mind,Charlie Puth,2016-01-29,190453,60,0.417,0.795,0.616,0.0,0.349,-5.281,0.06,110.015,4
22,2016,We Don't Talk Anymore (feat. Selena Gomez),Nine Track Mind,Charlie Puth,2016-01-29,217706,69,0.621,0.728,0.563,0.0,0.179,-8.053,0.134,100.017,4
23,2016,Suffer,Nine Track Mind,Charlie Puth,2016-01-29,210680,46,0.75,0.58,0.443,0.0,0.0742,-7.323,0.0498,175.938,3
24,2016,Mama Said,Mama Said,Lukas Graham,2015-10-22,206756,0,0.0229,0.748,0.867,1.28e-05,0.392,-4.715,0.0536,84.005,4
25,2016,PILLOWTALK,PILLOWTALK,ZAYN,2016-08-22,203686,60,0.104,0.588,0.702,0.0,0.089,-4.271,0.0496,124.909,4
26,2016,Down In the DM,Down In the DM,Yo Gotti,2015-10-28,181960,0,0.0017,0.779,0.648,3.87e-05,0.0891,-7.285,0.0468,152.879,4
27,2016,Once Upon a Time,Once Upon a Time,Mariahlynn,2015-02-19,156000,0,0.05,0.903,0.612,0.000123,0.0736,-7.789,0.319,100.013,4
28,2016,Don't Run,The Mess Remade,Bad Veins,2015-03-17,225995,0,0.0249,0.648,0.74,0.0,0.188,-6.879,0.0328,120.03,4
29,2016,Let It Go,Chaos And The Calm,James Bay,2014-12-15,260533,70,0.818,0.546,0.311,1.65e-05,0.107,-10.396,0.0288,147.464,4
30,2016,Let Her Go,All the Little Lights,Passenger,2012-06-29,252733,0,0.365,0.479,0.545,0.0,0.0963,-7.346,0.0688,74.897,4
31,2016,Take Me to Church,Take Me to Church EP,Hozier,2013-09-13,241586,43,0.59,0.572,0.661,0.0,0.121,-5.304,0.0472,129.093,4
32,2016,I'm Not The Only One,In The Lonely Hour (Deluxe Edition),Sam Smith,2014-01-01,239316,0,0.565,0.678,0.491,2.78e-05,0.0772,-5.815,0.0358,81.997,4
33,2016,I See Fire,x (Deluxe Edition),Ed Sheeran,2014-06-21,299146,0,0.638,0.641,0.176,5.14e-06,0.252,-11.692,0.0349,76.031,4
34,2016,When We Were On Fire - The Dark Of The Morning Version,Chaos And The Calm (Deluxe Edition),James Bay,2014-12-15,239720,33,0.365,0.801,0.414,0.0,0.092,-8.485,0.0424,115.966,4
35,2016,It Wasn't Me,The Boombastic Collection - Best of Shaggy,Shaggy,2008-01-01,227546,60,0.0503,0.852,0.604,0.0,0.327,-4.569,0.0642,94.762,4
36,2016,The Middle,Bleed American (Deluxe Edition),Jimmy Eat World,2001,168253,0,0.0424,0.629,0.897,0.0,0.263,-3.401,0.0483,161.944,4
37,2016,CHA CHA,#1EpicEP,DRAM,2015-03-03,250107,42,0.000537,0.734,0.743,3.02e-06,0.111,-6.689,0.0345,135.0,4
38,2016,PILLOWTALK REMIX (feat. Lil Wayne),PILLOWTALK REMIX (feat. Lil Wayne),ZAYN,2016-02-25,221609,46,0.0428,0.584,0.741,0.0,0.345,-6.075,0.17,116.1,4
39,2016,iT's YoU,iT's YoU,ZAYN,2016-02-26,230481,34,0.807,0.615,0.336,0.0272,0.108,-10.839,0.0345,124.945,4
40,2016,Accidently in Love,Hottest Hits for Kids : The Ultimate Party Album,Juice Music,2011-05-05,187973,0,0.434,0.7,0.882,0.0,0.079,-2.218,0.0354,138.0,4
41,2016,King Kunta,To Pimp A Butterfly,Kendrick Lamar,2015-03-16,234693,75,0.00589,0.884,0.657,0.0,0.154,-4.569,0.0977,107.059,4
42,2016,Institutionalized,To Pimp A Butterfly,Kendrick Lamar,2015-03-16,271773,61,0.112,0.539,0.731,1.19e-06,0.129,-5.085,0.453,81.114,4
43,2016,Alright,To Pimp A Butterfly,Kendrick Lamar,2015-03-16,219333,80,0.0742,0.796,0.766,0.0,0.0827,-5.974,0.238,110.034,4
44,2016,Hood Politics,To Pimp A Butterfly,Kendrick Lamar,2015-03-16,292520,60,0.145,0.731,0.661,0.0,0.12,-6.562,0.376,87.912,4
45,2016,i,To Pimp A Butterfly,Kendrick Lamar,2015-03-16,336013,62,0.708,0.541,0.809,0.0,0.72,-4.286,0.324,120.094,4
46,2016,Work from Home,Work from Home,Fifth Harmony,2016-02-27,216575,0,0.102,0.803,0.631,7.39e-06,0.0858,-4.213,0.0444,104.999,4
47,2016,Cake By The Ocean,SWAAY,DNCE,2015-10-23,218440,0,0.147,0.771,0.76,0.0,0.053,-5.459,0.0514,119.0,4
48,2016,Jinx,SWAAY,DNCE,2015-10-23,216240,0,0.0499,0.594,0.732,0.0,0.137,-5.774,0.0364,99.912,4
49,2016,"Born To Hand Jive - From ""Grease Live!"" Music From The Television Event",Grease Live! (Music From The Television Event),Various Artists,2016-01-31,287933,33,0.000945,0.662,0.805,0.024,0.268,-5.613,0.0333,127.946,4
50,2016,Pay My Rent,SWAAY,DNCE,2015-10-23,193440,0,0.0903,0.687,0.727,0.0,0.1,-5.949,0.0635,112.981,4
51,2016,Toothbrush,SWAAY,DNCE,2015-10-23,231813,0,0.119,0.495,0.777,0.0,0.425,-5.764,0.177,104.458,4
52,2016,Love Yourself,Purpose (Deluxe),Justin Bieber,2015-11-13,233720,84,0.835,0.609,0.378,0.0,0.28,-9.828,0.438,100.418,4
53,2016,Hands To Myself,Revival,Selena Gomez,2015-10-09,200680,0,0.0147,0.811,0.499,2.44e-06,0.342,-7.161,0.118,111.016,4
54,2016,Sorry,Purpose (Deluxe),Justin Bieber,2015-11-13,200786,81,0.0797,0.654,0.76,0.0,0.299,-3.669,0.045,99.945,4
55,2016,Something New,Something New,Zendaya,2016-02-03,212906,60,0.104,0.469,0.773,0.0,0.0753,-4.741,0.196,204.103,4
56,2016,Wild Things,Know-It-All (Deluxe),Alessia Cara,2015-11-13,188493,1,0.02,0.741,0.626,0.0,0.0828,-4.826,0.0886,108.029,4
57,2016,Company,Purpose (Deluxe),Justin Bieber,2015-11-13,208120,70,0.132,0.59,0.797,0.0,0.0846,-4.901,0.0614,94.948,4
58,2016,Same Old Love,Revival (Deluxe),Selena Gomez,2015-10-09,229080,67,0.0223,0.672,0.593,0.0,0.214,-4.01,0.0304,98.02,4
59,2016,Good For You,Good For You,Selena Gomez,2015-08-07,221560,58,0.179,0.605,0.678,0.0,0.0878,-6.48,0.0511,88.967,4
60,2016,Good For You,Revival (Deluxe),Selena Gomez,2015-10-09,221280,64,0.181,0.607,0.673,0.0,0.069,-6.484,0.0611,88.952,4
61,2016,The Feeling,Purpose (Deluxe),Justin Bieber,2015-11-13,244906,61,0.0819,0.525,0.809,1.22e-06,0.0971,-6.185,0.0619,127.073,4
62,2016,Take Your Time,Montevallo,Sam Hunt,2014-10-27,243706,65,0.101,0.558,0.719,0.0,0.212,-5.603,0.0419,158.031,4
63,2016,Homegrown Honey,Homegrown Honey,Darius Rucker,2014-08-25,205146,0,0.125,0.649,0.91,0.0,0.0467,-5.185,0.0569,87.983,4
64,2016,Wagon Wheel,True Believers,Darius Rucker,2013-01-01,298373,77,0.455,0.537,0.66,0.0,0.135,-7.174,0.0296,148.096,4
65,2016,Cop Car,Montevallo,Sam Hunt,2014-10-27,253880,53,0.159,0.606,0.599,0.0,0.0664,-6.501,0.034,76.97,4
66,2016,Make You Miss Me,Montevallo,Sam Hunt,2014-10-27,225693,64,0.158,0.614,0.472,0.0,0.111,-6.626,0.0297,146.005,4
67,2016,Raised On It,Montevallo,Sam Hunt,2014-10-27,235506,49,0.0477,0.59,0.94,0.0,0.379,-4.124,0.0409,94.02,4
68,2016,Drinking Class,I Don't Dance (Deluxe Edition),Lee Brice,2014-09-09,207346,61,0.0886,0.663,0.53,0.0,0.154,-9.763,0.0301,109.003,4
69,2016,LIKE I WOULD,LIKE I WOULD,ZAYN,2016-03-10,192133,41,0.0247,0.565,0.832,0.0,0.26,-5.732,0.114,112.827,4
70,2016,BeFoUr,BeFoUr,ZAYN,2016-03-17,208920,30,0.242,0.679,0.629,0.012,0.122,-7.981,0.0318,102.005,4
71,2016,Drunk In The Morning,Drunk In The Morning,Lukas Graham,2016-02-05,203080,0,0.0614,0.768,0.744,0.0,0.177,-4.721,0.0426,93.537,4
72,2016,"Or Nah (feat. Wiz Khalifa) - Live at the Village, Los Angeles, CA",Spotify Session,Ty Dolla $ign,2016-02-19,263141,39,0.0385,0.703,0.423,0.0,0.0476,-8.589,0.0406,121.991,4
73,2016,"Paranoid - Live at the Village, Los Angeles, CA",Spotify Session,Ty Dolla $ign,2016-02-19,146592,19,0.147,0.676,0.492,0.0,0.0936,-10.433,0.0753,97.4,4
74,2016,"Blasé - Live at the Village, Los Angeles, CA",Spotify Session,Ty Dolla $ign,2016-02-19,152043,14,0.0142,0.679,0.721,7.1e-06,0.0781,-7.686,0.0368,127.976,4
75,2016,Stressed Out,Blurryface,Twenty One Pilots,2015-05-15,202333,85,0.0462,0.734,0.637,2.29e-05,0.0602,-5.677,0.141,169.977,4
76,2016,Panda,Panda,Desiigner,2016-02-26,247866,67,0.0292,0.685,0.731,0.0,0.369,-5.503,0.414,145.245,4
77,2016,Eraser,÷ (Deluxe),Ed Sheeran,2017-03-03,227426,59,0.086,0.64,0.812,0.0,0.0509,-5.647,0.0834,86.013,4
78,2016,Castle on the Hill,÷ (Deluxe),Ed Sheeran,2017-03-03,261153,78,0.0232,0.461,0.834,1.14e-05,0.14,-4.868,0.0989,135.007,4
79,2016,Dive,÷ (Deluxe),Ed Sheeran,2017-03-03,238440,74,0.355,0.761,0.386,0.0,0.0953,-6.158,0.0399,134.943,3
80,2016,Shape of You,÷ (Deluxe),Ed Sheeran,2017-03-03,233712,86,0.581,0.825,0.652,0.0,0.0931,-3.183,0.0802,95.977,4
81,2016,Perfect,÷ (Deluxe),Ed Sheeran,2017-03-03,263400,87,0.163,0.599,0.448,0.0,0.106,-6.312,0.0232,95.05,3
82,2016,Galway Girl,÷ (Deluxe),Ed Sheeran,2017-03-03,170826,78,0.0735,0.624,0.876,0.0,0.327,-3.374,0.1,99.943,4
83,2016,Happier,÷ (Deluxe),Ed Sheeran,2017-03-03,207520,80,0.536,0.522,0.385,0.0,0.135,-7.355,0.0288,89.792,4
84,2016,New Man,÷ (Deluxe),Ed Sheeran,2017-03-03,189280,65,0.0559,0.78,0.745,0.0,0.0595,-3.97,0.145,94.026,4
85,2016,Hearts Don't Break Around Here,÷ (Deluxe),Ed Sheeran,2017-03-03,248413,63,0.719,0.604,0.366,0.0,0.162,-7.881,0.0267,105.177,3
86,2016,What Do I Know?,÷ (Deluxe),Ed Sheeran,2017-03-03,237333,67,0.251,0.838,0.492,0.0,0.262,-5.69,0.038,115.092,4
87,2016,How Would You Feel (Paean),÷ (Deluxe),Ed Sheeran,2017-03-03,280533,66,0.424,0.617,0.439,0.0,0.127,-5.63,0.0269,139.979,4
88,2016,Supermarket Flowers,÷ (Deluxe),Ed Sheeran,2017-03-03,221106,76,0.914,0.589,0.242,0.0,0.0887,-10.517,0.0442,89.749,4
89,2016,Barcelona,÷ (Deluxe),Ed Sheeran,2017-03-03,191146,64,0.448,0.747,0.76,0.0,0.153,-4.294,0.187,99.975,4
90,2016,Bibia Be Ye Ye,÷ (Deluxe),Ed Sheeran,2017-03-03,176746,61,0.52,0.738,0.677,0.0,0.133,-5.121,0.0824,127.067,4
91,2016,Nancy Mulligan,÷ (Deluxe),Ed Sheeran,2017-03-03,179786,65,0.117,0.68,0.852,0.0,0.0866,-4.35,0.0349,101.993,4
92,2016,Save Myself,÷ (Deluxe),Ed Sheeran,2017-03-03,247106,62,0.85,0.552,0.29,0.0,0.227,-5.617,0.0448,78.842,4
93,2016,One,x (Deluxe Edition),Ed Sheeran,2014-06-21,252760,62,0.877,0.464,0.321,0.0,0.0789,-11.12,0.0418,93.528,4
94,2016,I'm a Mess,x (Deluxe Edition),Ed Sheeran,2014-06-21,244573,64,0.556,0.697,0.377,0.0,0.0999,-7.755,0.0397,138.754,4
95,2016,Sing,x (Deluxe Edition),Ed Sheeran,2014-06-21,235382,69,0.304,0.818,0.67,1.22e-06,0.0601,-4.451,0.0472,119.988,4
96,2016,Don't,x (Deluxe Edition),Ed Sheeran,2014-06-21,219840,72,0.0113,0.806,0.608,0.0,0.635,-7.008,0.0659,95.049,4
97,2016,Nina,x (Deluxe Edition),Ed Sheeran,2014-06-21,225533,56,0.175,0.791,0.669,0.0,0.33,-7.189,0.146,92.013,4
98,2016,Photograph,x (Deluxe Edition),Ed Sheeran,2014-06-21,258986,85,0.607,0.614,0.379,0.000464,0.0986,-10.48,0.0476,107.989,4
99,2016,Bloodstream,x (Deluxe Edition),Ed Sheeran,2014-06-21,300253,65,0.529,0.66,0.316,0.000294,0.104,-11.567,0.0364,91.207,4
0,2017,She Looks So Perfect,5 Seconds Of Summer,5 Seconds of Summer,2014-06-27,202496,72,0.000569,0.494,0.951,0.0,0.327,-4.237,0.132,160.025,4
1,2017,Good Girls,5 Seconds Of Summer,5 Seconds of Summer,2014-06-27,206423,54,0.0131,0.531,0.915,0.0,0.119,-5.215,0.0828,141.06,4
2,2017,This Is Gospel,"Too Weird to Live, Too Rare to Die!",Panic! At The Disco,2013-10-04,187186,66,0.00155,0.572,0.912,1.2e-06,0.102,-4.875,0.0707,156.073,4
3,2017,Miss Jackson (feat. LOLO),"Too Weird to Live, Too Rare to Die!",Panic! At The Disco,2013-10-04,192053,64,0.00394,0.642,0.873,0.0,0.175,-5.821,0.0551,82.002,4
4,2017,Best Day Of My Life,Best Day Of My Life,American Authors,2013-03-19,194000,0,0.0545,0.672,0.901,0.000285,0.0792,-2.415,0.0353,99.989,4
5,2017,1985,A Hangover You Don't Deserve,Bowling For Soup,2004-09-11,193000,54,0.000246,0.607,0.878,0.0,0.337,-4.422,0.0665,119.955,4
6,2017,Cool Kids,Talking Dreams (Deluxe Edition),Echosmith,2013-10-04,237626,76,0.0372,0.719,0.671,8.21e-06,0.12,-6.279,0.0336,130.027,4
7,2017,Stolen Dance,Stolen Dance,Milky Chance,2014-05-01,311333,0,0.405,0.879,0.574,0.00015,0.0913,-8.794,0.037,114.001,4
8,2017,Habits (Stay High),Habits (Stay High),Tove Lo,2014-03-03,208000,0,0.0557,0.691,0.712,2.73e-05,0.0896,-3.421,0.0327,110.007,4
9,2017,Rude,Don't Kill the Magic,MAGIC!,2014-06-25,224840,80,0.0422,0.773,0.758,0.0,0.305,-4.993,0.0381,144.033,4
10,2017,Riptide,Dream Your Life Away,Vance Joy,2014-09-08,204280,82,0.431,0.484,0.731,0.0,0.151,-6.694,0.0379,101.654,4
11,2017,Steal My Girl,Steal My Girl,One Direction,2014-09-29,227120,0,0.00337,0.47,0.756,0.0,0.145,-5.96,0.0383,77.1,4
12,2017,All About That Bass,All About That Bass,Meghan Trainor,2014-06-30,188754,60,0.0476,0.811,0.879,1.91e-06,0.109,-3.724,0.0514,134.064,4
13,2017,Lips Are Movin,Lips Are Movin,Meghan Trainor,2014-12-01,182666,0,0.0506,0.775,0.825,1.03e-06,0.111,-5.402,0.0464,139.091,4
14,2017,Shower,Shower,Becky G,2014-04-23,206166,77,0.0317,0.699,0.529,3.59e-05,0.285,-7.548,0.0487,119.987,4
15,2017,Cruise,Here's To The Good Times,Florida Georgia Line,2012-01-01,208960,71,0.0191,0.457,0.948,0.0,0.0536,-3.364,0.0354,148.0,4
16,2017,Cruise - Remix,Cruise (Remix),Florida Georgia Line,2013-01-01,206813,45,0.0166,0.528,0.921,0.0,0.736,-4.044,0.0787,149.031,4
17,2017,Am I Wrong,Black Star Elephant,Nico & Vinz,2014,245866,77,0.175,0.729,0.675,1.58e-06,0.55,-6.003,0.0312,119.968,4
18,2017,Boom Clap,SUCKER,Charli XCX,2015-02-09,169866,58,0.154,0.659,0.911,0.000304,0.191,-2.28,0.0786,91.999,4
19,2017,Bang Bang,My Everything (Deluxe),Ariana Grande,2014-08-25,199320,60,0.283,0.703,0.747,0.0,0.396,-4.446,0.0895,149.974,4
20,2017,Trumpets,Talk Dirty,Jason Derulo,2013-09-10,217419,64,0.555,0.635,0.691,0.0,0.097,-4.862,0.258,82.142,4
21,2017,Classic,MKTO,MKTO,2012,175426,81,0.0384,0.72,0.791,0.0,0.157,-4.689,0.124,102.071,4
22,2017,Chandelier,1000 Forms Of Fear (Deluxe Version),Sia,2015-05-04,216120,70,0.0197,0.399,0.787,6.07e-05,0.0685,-2.88,0.0499,117.089,5
23,2017,Maps,V,Maroon 5,2014-09-02,189960,84,0.0205,0.742,0.713,0.0,0.059,-5.522,0.0303,120.032,4
